time,ax (m/s^2),ay(m/s^2),az(m/s^2),wx (deg/s),wy (deg/s),wz (deg/s)
0.0440608398266157,-0.220744702119121,-0.108994855544819,10.3919796817069,0.300711656332097,-0.697559212864504,-1.0048452110781
0.0851662654206467,-0.221560690716522,-0.220919556818564,10.3407239408102,0.583888779685864,-0.46872921419478,-0.651793213130559
0.12560870027929,-0.222376679313921,-0.221852115215593,10.3400128650324,0.583888779685864,-0.46872921419478,-0.651793213130559
0.165388144402546,-0.223192667911321,-0.222784673612622,10.3393134462347,0.583888779685864,-0.46872921419478,-0.651793213130559
0.201852634848864,-0.224008656508722,-0.223717232009651,10.3386723123367,0.583888779685864,-0.445846214327815,-0.651793213130559
0.244947032649057,-0.224824645106121,-0.224649790406679,10.3379146086391,0.583888779685864,-0.445846214327815,-0.651793213130559
0.284726476772313,-0.225640633703521,-0.225582348803708,10.3372151898414,0.583888779685864,-0.445846214327815,-0.651793213130559
0.321190967218631,-0.226456622300922,-0.226514907200735,10.3365740559434,0.583888779685864,-0.445846214327815,-0.651793213130559
0.363622374283438,-0.227272610898323,-0.227447465597764,10.3358280092258,0.583888779685864,-0.445846214327815,-0.651793213130559
0.406053781348244,-0.228088599495722,-0.234696650012168,10.3350819625082,0.583888779685864,-0.445846214327815,-0.651793213130559
0.450474160619213,-0.236123589255837,-0.229312582391822,10.3343009448506,0.583888779685864,-0.445846214327815,-0.651793213130559
0.486938651065531,-0.229720576690523,-0.23024514078885,10.3336598109527,0.583888779685864,-0.445846214327815,-0.651793213130559
0.530033048865725,-0.230536565287922,-0.231177699185879,10.3329021072551,0.583888779685864,-0.445846214327815,-0.651793213130559
0.569812492988981,-0.231352553885322,-0.232110257582908,10.3322026884573,0.609632154536214,-0.445846214327815,-0.651793213130559
0.606276983435298,-0.232168542482723,-0.233042815979937,10.3315615545594,0.583888779685864,-0.445846214327815,-0.651793213130559
0.646056427558554,-0.232984531080123,-0.233975374376965,10.3308621357616,0.583888779685864,-0.445846214327815,-0.651793213130559
0.695780732712624,-0.233800519677522,-0.234907932773994,10.3299878622644,0.46620478037002,-0.445846214327815,-0.651793213130559
0.73556017683588,-0.234616508274923,-0.235840491171023,10.3292884434666,0.583888779685864,-0.445846214327815,-0.651793213130559
0.775339620959136,-0.235432496872324,-0.236773049568052,10.3285890246688,0.583888779685864,-0.445846214327815,-0.651793213130559
0.811804111405454,-0.236248485469722,-0.237705607965081,10.3279478907709,0.583888779685864,-0.445846214327815,-0.651793213130559
0.861528416559524,-0.237064474067123,-0.238638166362109,10.3270736172737,0.583888779685864,-0.445846214327815,-0.651793213130559
0.90130786068278,-0.237880462664524,-0.239570724759138,10.3263741984759,0.583888779685864,-0.483984547439433,-0.651793213130559
0.937772351129097,-0.238696451261924,-0.240503283156167,10.3509995686474,0.583888779685864,-0.49161221406176,-0.651793213130559
0.980866748929291,-0.239512439859323,-0.254069093587943,10.3249753608804,0.583888779685864,-0.49161221406176,-0.651793213130559
1.02263516525871,-0.240328428456724,-0.358439539880402,10.3242409711427,1.57929927389909,-0.541954813769095,-0.651793213130559
1.05379572982192,-0.241144417054124,-0.211717828260383,10.3236930930844,2.23146477010776,-1.32308235922805,-0.651793213130559
1.10020508129905,-0.280461745185995,-0.200017134622664,10.322877104487,1.40767677489681,1.92254427190366,-0.651793213130559
1.13335461806843,-0.259620730295255,-0.319014208904018,10.3222942554889,1.02152615214168,8.30690123478852,-0.730249212674465
1.17976396954557,-1.00065494653419,-0.158549718168714,10.3214782668915,2.02551777130503,14.0322278015046,-0.651793213130559
1.23943313573045,-0.193059374707331,-0.864836558741933,10.3204291386948,-7.3656653740998,18.5836564750451,-0.651793213130559
1.26595276514595,-0.208313365630159,1.61220563976156,10.3199628594963,-10.770655754305,9.71420572660722,-0.651793213130559
